Aque_Archaeo_1;Scil_19	Aque_Archaeo_1;Scil_19_pval1	Aque_Archaeo_1;Scil_19_pval2	Aque_Archaeo_1;Scil_24	Aque_Archaeo_1;Scil_24_pval1	Aque_Archaeo_1;Scil_24_pval2	Aque_Archaeo_1;Scil_27	Aque_Archaeo_1;Scil_27_pval1	Aque_Archaeo_1;Scil_27_pval2	Aque_Archaeo_1;Scil_32	Aque_Archaeo_1;Scil_32_pval1	Aque_Archaeo_1;Scil_32_pval2	Aque_Aspcinzin;Scil_28	Aque_Aspcinzin;Scil_28_pval1	Aque_Aspcinzin;Scil_28_pval2	Aque_Choanocytes_1;Scil_1	Aque_Choanocytes_1;Scil_1_pval1	Aque_Choanocytes_1;Scil_1_pval2	Aque_Choanocytes_2;Scil_1	Aque_Choanocytes_2;Scil_1_pval1	Aque_Choanocytes_2;Scil_1_pval2	Aque_Pinaco_1;Scil_15	Aque_Pinaco_1;Scil_15_pval1	Aque_Pinaco_1;Scil_15_pval2	Aque_Pinaco_1;Scil_21	Aque_Pinaco_1;Scil_21_pval1	Aque_Pinaco_1;Scil_21_pval2	Aque_Pinaco_1;Scil_25	Aque_Pinaco_1;Scil_25_pval1	Aque_Pinaco_1;Scil_25_pval2	Aque_Pinaco_1;Scil_30	Aque_Pinaco_1;Scil_30_pval1	Aque_Pinaco_1;Scil_30_pval2	Aque_Pinaco_2;Scil_15	Aque_Pinaco_2;Scil_15_pval1	Aque_Pinaco_2;Scil_15_pval2	Aque_Pinaco_2;Scil_19	Aque_Pinaco_2;Scil_19_pval1	Aque_Pinaco_2;Scil_19_pval2	Aque_Pinaco_2;Scil_24	Aque_Pinaco_2;Scil_24_pval1	Aque_Pinaco_2;Scil_24_pval2	Aque_Pinaco_2;Scil_27	Aque_Pinaco_2;Scil_27_pval1	Aque_Pinaco_2;Scil_27_pval2	Aque_Sperm;Scil_22	Aque_Sperm;Scil_22_pval1	Aque_Sperm;Scil_22_pval2
Aque_Aqu2.1.35197-001;Scil_g12865	2.5740157898972076e-06	2.494432485779507e-60	Aque_Aqu2.1.34141-001;Scil_g6573	5.817801590754243e-06	1.2758087413231153e-46	Aque_Aqu2.1.39108-001;Scil_g1492	1.5603924607670408e-114	1.1421105619243244e-31	Aque_Aqu2.1.39784-001;Scil_g2233	1.5219993781510476e-58	0.00035254857723930345				Aque_Aqu2.1.35513-001;Scil_g5520	1.391430610834894e-08	3.2822396728584823e-09	Aque_Aqu2.1.31388-001;Scil_g13734	0.009425638668166618	0.00010448839775807025	Aque_Aqu2.1.43577-001;Scil_g13189	2.8413594179729788e-18	2.070384333411357e-05	Aque_Aqu2.1.35197-001;Scil_g12865	1.2879642783987652e-05	2.2900413416104303e-07	Aque_Aqu2.1.34140-001;Scil_g1483	1.0121820050408576e-29	4.085735599763043e-06				Aque_Aqu2.1.28510-001;Scil_g1202	4.1221548809449937e-10	1.9741238946152412e-20	Aque_Aqu2.1.14128-001;Scil_g9014	0.0056228831372082165	0.001206914064140306	Aque_Aqu2.1.34140-001;Scil_g5780	1.2311513054768545e-08	2.9711931366042666e-50	Aque_Aqu2.1.41012-001;Scil_g10508	0.0037296053160072056	1.4665814847050853e-15			
Aque_Aqu2.1.28194-001;Scil_g9453	1.444625855187625e-59	6.387761827127926e-52	Aque_Aqu2.1.43558-001;Scil_g2191	3.1472571512040617e-06	1.2017223918186125e-22	Aque_Aqu2.1.28194-001;Scil_g9453	1.444625855187625e-59	1.8664571932202462e-13	Aque_Aqu2.1.28239-001;Scil_g8524	5.769546964194492e-21	7.433438327024868e-09				Aque_Aqu2.1.35933-001;Scil_g1266	9.757503940873078e-05	1.4961718621363973e-06	Aque_Aqu2.1.33762-001;Scil_g750	6.247161788051927e-22	0.0030488697490813794	Aque_Aqu2.1.40905-001;Scil_g13078	2.293128987599471e-12	1.991643228201955e-20	Aque_Aqu2.1.40394-001;Scil_g12529	0.008548448215663518	3.227376468718222e-06	Aque_Aqu2.1.33635-001;Scil_g10960	0.00010669886911690847	3.516281539997559e-05				Aque_Aqu2.1.41568-001;Scil_g8866	0.002341582251595526	0.003489431618693262	Aque_Aqu2.1.32720-001;Scil_g951	8.485865122776761e-05	2.4644644453083914e-39	Aque_Aqu2.1.37816-001;Scil_g11587	0.00680584638096658	0.001308213787946087	Aque_Aqu2.1.15711-001;Scil_g10890	0.004340749689066238	4.4427832743762225e-06			
Aque_Aqu2.1.39108-001;Scil_g1492	1.5603924607670408e-114	8.749458901015759e-70	Aque_Aqu2.1.43309-001;Scil_g9807	1.4807065078763136e-142	0.0010858364176411562	Aque_Aqu2.1.39784-001;Scil_g9453	1.5219993781510476e-58	1.8664571932202462e-13	Aque_Aqu2.1.28194-001;Scil_g2233	1.444625855187625e-59	0.00035254857723930345				Aque_Aqu2.1.41092-001;Scil_g3388	5.064435843593467e-16	4.153586111703442e-07	Aque_Aqu2.1.43551-001;Scil_g13524	1.0046936470645059e-10	5.958322830565232e-44	Aque_Aqu2.1.32503-001;Scil_g929	8.836422303727378e-40	0.0006739606382448352	Aque_Aqu2.1.37407-001;Scil_g13820	5.959310045388851e-09	2.3448594471839515e-08	Aque_Aqu2.1.35253-001;Scil_g3056	3.5542328552532075e-13	2.0628480496730304e-08				Aque_Aqu2.1.40738-001;Scil_g2018	2.1345051172444716e-09	3.0609869963813252e-15	Aque_Aqu2.1.27224-001;Scil_g2125	0.00698422672407088	6.812113569567865e-25	Aque_Aqu2.1.34343-001;Scil_g119	1.074270232820891e-06	1.0977579962824666e-31	Aque_Aqu2.1.43674-001;Scil_g5780	4.400615814884635e-07	7.726719165322015e-45			
Aque_Aqu2.1.43558-001;Scil_g2679	3.1472571512040617e-06	7.915325569368873e-86	Aque_Aqu2.1.29077-001;Scil_g119	3.031435493306638e-15	1.0977579962824666e-31	Aque_Aqu2.1.35197-001;Scil_g12865	2.5740157898972076e-06	1.4546323406001222e-33	Aque_Aqu2.1.24901-001;Scil_g10732	5.43010493358015e-25	7.193105487912825e-09				Aque_Aqu2.1.31965-001;Scil_g10128	5.978261534384289e-50	3.7939070721083785e-05	Aque_Aqu2.1.29855-001;Scil_g9955	0.0007027325992768494	8.310688268255026e-05	Aque_Aqu2.1.36257-001;Scil_g929	8.60363113926745e-07	0.0006739606382448352	Aque_Aqu2.1.29098-001;Scil_g10108	0.0022163606697167436	0.0026833894586777538	Aque_Aqu2.1.33635-001;Scil_g9674	0.00010669886911690847	0.0007343807069236559				Aque_Aqu2.1.41621-001;Scil_g12515	3.759877614692764e-06	1.6037419386585247e-156	Aque_Aqu2.1.31551-001;Scil_g5780	5.480233371944621e-11	4.7119462055778926e-68	Aque_Aqu2.1.28960-001;Scil_g9703	1.2115948719525116e-09	0.005938834587646918	Aque_Aqu2.1.37079-001;Scil_g9493	3.790274397321719e-05	2.38359784208512e-33			
Aque_Aqu2.1.43581-001;Scil_g10708	5.4958467372897874e-33	1.0244552859124403e-29	Aque_Aqu2.1.37713-001;Scil_g2679	1.7092280498504553e-19	3.449463238812816e-18	Aque_Aqu2.1.43440-001;Scil_g3916	2.966613490803621e-57	9.705816545617034e-30	Aque_Aqu2.1.41064-001;Scil_g4532	3.157095835580321e-40	1.3958506209730553e-08				Aque_Aqu2.1.32920-001;Scil_g9431	0.0053703629895484675	2.2604854558921415e-07	Aque_Aqu2.1.44676-001;Scil_g13524	0.0015947909906532027	5.958322830565232e-44	Aque_Aqu2.1.35781-001;Scil_g721	0.0016572738315866653	1.2265829150867528e-69	Aque_Aqu2.1.30867-001;Scil_g6923	1.3309245062395783e-20	0.0007496312067256761	Aque_Aqu2.1.36578-001;Scil_g12294	5.891129462767358e-17	0.002534424111847437				Aque_Aqu2.1.43637-001;Scil_g13026	4.913286201607988e-09	1.0858709037481048e-15	Aque_Aqu2.1.14505-001;Scil_g980	7.790561052606891e-22	3.2611327960618525e-05	Aque_Aqu2.1.37818-001;Scil_g13687	4.366072114981543e-05	1.466694169169309e-25	Aque_Aqu2.1.14505-001;Scil_g980	7.790561052606891e-22	0.0011989583053217798			
Aque_Aqu2.1.39784-001;Scil_g9453	1.5219993781510476e-58	6.387761827127926e-52	Aque_Aqu2.1.28960-001;Scil_g9703	5.162193897417071e-27	0.005938834587646918	Aque_Aqu2.1.37079-001;Scil_g9493	6.987535709667499e-114	2.38359784208512e-33	Aque_Aqu2.1.34878-001;Scil_g3906	1.029702300556858e-14	0.00014453004306132745				Aque_Aqu2.1.25601-001;Scil_g9262	2.214521919092857e-06	3.8722536270251675e-05	Aque_Aqu2.1.29080-001;Scil_g4585	0.007236297572398095	9.719865489805225e-06	Aque_Aqu2.1.37811-001;Scil_g5864	0.009771576071213543	0.0003760413837692521	Aque_Aqu2.1.39672-001;Scil_g4725	1.7219934783810546e-24	0.007071540977103302	Aque_Aqu2.1.43674-001;Scil_g1098	4.20083387372124e-06	0.00827391027704454				Aque_Aqu2.1.39672-001;Scil_g2756	4.853247615656722e-15	5.95074074397426e-10	Aque_Aqu2.1.15711-001;Scil_g10890	0.004340749689066238	8.289200286554092e-13	Aque_Aqu2.1.29098-001;Scil_g8948	0.008406488938209408	1.5267188273665134e-17	Aque_Aqu2.1.29497-001;Scil_g208	1.2112662309644303e-77	0.0006868538957636951			
Aque_Aqu2.1.29077-001;Scil_g119	3.031435493306638e-15	1.1240744252913564e-101	Aque_Aqu2.1.43985-001;Scil_g12599	5.989059835682736e-35	4.173021689879131e-75	Aque_Aqu2.1.40828-001;Scil_g6502	3.535073511167311e-08	7.169769418665431e-08	Aque_Aqu2.1.29496-001;Scil_g208	1.2768054689113486e-36	8.962654575220565e-19				Aque_Aqu2.1.29855-001;Scil_g9955	0.0022340984168665655	8.310688268255026e-05	Aque_Aqu2.1.27832-001;Scil_g10250	5.884935948591738e-05	0.0005451358125084988	Aque_Aqu2.1.36440-001;Scil_g7991	0.0004578582749838875	3.841187617541146e-06	Aque_Aqu2.1.27224-001;Scil_g2125	5.542768429070787e-13	0.001250635568289448	Aque_Aqu2.1.35253-001;Scil_g10960	3.5542328552532075e-13	3.516281539997559e-05				Aque_Aqu2.1.25578-001;Scil_g2679	0.005312301831445139	5.680688964151354e-26	Aque_Aqu2.1.39108-001;Scil_g1492	4.4768922414522974e-09	8.749458901015759e-70	Aque_Aqu2.1.34140-001;Scil_g11222	1.2311513054768545e-08	9.325436313824295e-14	Aque_Aqu2.1.44193-001;Scil_g3749	0.008761691378829603	7.256768233505739e-09			
Aque_Aqu2.1.40828-001;Scil_g6502	3.535073511167311e-08	6.340398051498338e-17	Aque_Aqu2.1.35197-001;Scil_g12865	2.5740157898972076e-06	8.708814194825942e-35	Aque_Aqu2.1.44246-001;Scil_g4378	7.348281244918552e-80	0.0028121050242745833	Aque_Aqu2.1.39740-001;Scil_g2822	3.486960784146766e-51	0.0020745990756550255				Aque_Aqu2.1.33526-001;Scil_g8391	5.738031434344421e-16	0.0037906289211224855	Aque_Aqu2.1.22593-001;Scil_g13023	0.0012420173068698555	0.00013968688063429845	Aque_Aqu2.1.28489-001;Scil_g9850	1.2639077541595553e-28	2.3017395799018037e-22	Aque_Aqu2.1.35781-001;Scil_g721	0.0016572738315866653	7.585164231627284e-06	Aque_Aqu2.1.27258-001;Scil_g2151	4.614981215518772e-18	1.072554013802049e-05				Aque_Aqu2.1.28659-001;Scil_g8560	6.399243061345604e-07	4.14937919839286e-06	Aque_Aqu2.1.33740-001;Scil_g9493	6.278595155439881e-06	8.665176744628564e-59	Aque_Aqu2.1.24541-001;Scil_g13687	2.8194141356318613e-14	1.466694169169309e-25	Aque_Aqu2.1.31586-001;Scil_g8948	1.891188349453035e-06	2.86304743546326e-11			
Aque_Aqu2.1.44246-001;Scil_g2125	7.348281244918552e-80	6.812113569567865e-25	Aque_Aqu2.1.21084-001;Scil_g9931	5.175422506174251e-16	1.4935808984023714e-38	Aque_Aqu2.1.28960-001;Scil_g9703	5.162193897417071e-27	4.6862689011304155e-07	Aque_Aqu2.1.27224-001;Scil_g1638	6.85573730359377e-63	1.19535896766409e-19				Aque_Aqu2.1.43551-001;Scil_g13524	8.307475925357203e-08	5.958322830565232e-44	Aque_Aqu2.1.20517-001;Scil_g9431	0.00796912409351406	2.2604854558921415e-07	Aque_Aqu2.1.36507-001;Scil_g2550	1.294377129584489e-07	0.00018597690863606623	Aque_Aqu2.1.42762-001;Scil_g4725	1.0081478109652569e-17	0.007071540977103302	Aque_Aqu2.1.36606-001;Scil_g6358	6.429704257152719e-05	4.495018191693717e-06				Aque_Aqu2.1.43276-001;Scil_g9048	1.2417305666889384e-72	2.603801014650437e-06	Aque_Aqu2.1.29497-001;Scil_g208	1.2112662309644303e-77	6.731802305180685e-06	Aque_Aqu2.1.32930-001;Scil_g9417	2.0305570543660158e-05	7.690065000666931e-17	Aque_Aqu2.1.41943-001;Scil_g11616	1.7930078176274148e-08	0.002941255425821128			
Aque_Aqu2.1.38598-001;Scil_g3749	5.172299480510369e-07	5.015011148407402e-41	Aque_Aqu2.1.38191-001;Scil_g3256	5.740348681209968e-44	4.0851084805518284e-72	Aque_Aqu2.1.39927-001;Scil_g1970	2.100681945699731e-42	1.7432853746357123e-10	Aque_Aqu2.1.34142-001;Scil_g10732	1.5802677811320417e-19	7.193105487912825e-09				Aque_Aqu2.1.33451-001;Scil_g12956	0.001704646592504194	0.0001435730879651694	Aque_Aqu2.1.29119-001;Scil_g3097	0.000514927650285239	0.007756235271258407	Aque_Aqu2.1.23692-001;Scil_g10960	1.2841772084763492e-19	1.7814275668616436e-13	Aque_Aqu2.1.39703-001;Scil_g12785	0.0003983784087831898	1.6615381302058852e-07	Aque_Aqu2.1.26973-001;Scil_g3056	1.8757648248382616e-05	2.0628480496730304e-08				Aque_Aqu2.1.43948-001;Scil_g1576	7.192786909997781e-10	0.0019993669634237494	Aque_Aqu2.1.28223-001;Scil_g8192	0.0001247782164728605	8.365673889920028e-14	Aque_Aqu2.1.43309-001;Scil_g9807	0.0006903526336426989	0.0010858364176411562	Aque_Aqu2.1.27224-001;Scil_g4378	0.00698422672407088	0.0028121050242745833			
Aque_Aqu2.1.37960-001;Scil_g151	8.706435525501074e-27	3.792211162165055e-104	Aque_Aqu2.1.28078-001;Scil_g4955	6.696460884889418e-10	2.8980325535352766e-11	Aque_Aqu2.1.22809-001;Scil_g9784	2.735312110712329e-10	8.505194163711471e-26	Aque_Aqu2.1.26829-001;Scil_g1315	8.116609673612668e-07	1.2428914825934973e-15				Aque_Aqu2.1.10425-001;Scil_g10128	1.7884504694520865e-31	3.7939070721083785e-05	Aque_Aqu2.1.29413-001;Scil_g12956	0.002003152179234986	0.0001435730879651694	Aque_Aqu2.1.33928-001;Scil_g119	8.346851545633894e-09	1.1392739541626258e-52	Aque_Aqu2.1.37407-001;Scil_g4131	5.959310045388851e-09	0.00196209406172658	Aque_Aqu2.1.35253-001;Scil_g9674	3.5542328552532075e-13	0.0007343807069236559				Aque_Aqu2.1.33622-001;Scil_g13259	0.0004296564650498524	0.0019587669444009245	Aque_Aqu2.1.31586-001;Scil_g8948	1.891188349453035e-06	1.185280181140932e-18	Aque_Aqu2.1.39919-001;Scil_g2615	8.838572398383237e-31	0.004718642288528333	Aque_Aqu2.1.43637-001;Scil_g13024	4.913286201607988e-09	0.0012145047895266619			
Aque_Aqu2.1.37751-001;Scil_g10941	1.960754617020323e-08	1.8318565515011037e-15	Aque_Aqu2.1.18089-001;Scil_g10793	2.3222255630625573e-12	8.421902305944512e-51	Aque_Aqu2.1.15711-001;Scil_g10890	2.702731237627593e-11	4.4427832743762225e-06	Aque_Aqu2.1.38196-001;Scil_g3312	2.7056507229478046e-24	2.5631732670769705e-17				Aque_Aqu2.1.38596-001;Scil_g8391	6.485696048108517e-11	0.0037906289211224855	Aque_Aqu2.1.30110-001;Scil_g3388	0.0009398165192983804	4.153586111703442e-07	Aque_Aqu2.1.39987-001;Scil_g4341	1.1967043055347806e-19	0.0008148831265628503	Aque_Aqu2.1.42203-001;Scil_g12785	0.00045457418849529025	1.6615381302058852e-07	Aque_Aqu2.1.26973-001;Scil_g10960	1.8757648248382616e-05	3.516281539997559e-05				Aque_Aqu2.1.41190-001;Scil_g2060	5.208550013070739e-14	0.0005739952944207668	Aque_Aqu2.1.36479-001;Scil_g9859	2.7549326412176117e-07	0.00010645449555461857	Aque_Aqu2.1.07543-001;Scil_g9417	4.81622449486522e-09	7.690065000666931e-17	Aque_Aqu2.1.34340-001;Scil_g9966	7.578330643859518e-05	6.446830269926905e-21			
Aque_Aqu2.1.34142-001;Scil_g10732	1.5802677811320417e-19	2.7887108393538893e-12	Aque_Aqu2.1.07543-001;Scil_g9417	5.249550863120593e-114	7.690065000666931e-17	Aque_Aqu2.1.34476-001;Scil_g10401	1.1365096649262665e-143	1.7135469637012109e-15	Aque_Aqu2.1.39927-001;Scil_g1638	2.100681945699731e-42	1.19535896766409e-19				Aque_Aqu2.1.42693-001;Scil_g6189	0.009867365457725135	3.078981561582129e-05	Aque_Aqu2.1.25601-001;Scil_g10711	1.9077862470388334e-05	9.234371273624221e-05	Aque_Aqu2.1.43674-001;Scil_g2667	4.20083387372124e-06	1.213546492040107e-09	Aque_Aqu2.1.20506-001;Scil_g3600	1.6399152386188063e-05	0.002065841464252821	Aque_Aqu2.1.36440-001;Scil_g1526	0.0004578582749838875	3.8194393227688145e-45				Aque_Aqu2.1.32004-001;Scil_g11082	2.0539480904012904e-09	0.00018545202030999223	Aque_Aqu2.1.42548-001;Scil_g9678	7.448014540555121e-28	0.009357348635474466	Aque_Aqu2.1.34340-001;Scil_g9966	7.578330643859518e-05	9.19332430187985e-22	Aque_Aqu2.1.37816-001;Scil_g11587	0.00680584638096658	4.192068481728588e-05			
Aque_Aqu2.1.34142-001;Scil_g2525	1.5802677811320417e-19	1.4948396953819433e-12	Aque_Aqu2.1.38735-001;Scil_g283	3.575419685973744e-06	1.6073122471663892e-27	Aque_Aqu2.1.34340-001;Scil_g9966	3.6337540168507325e-117	6.446830269926905e-21	Aque_Aqu2.1.41892-001;Scil_g4240	8.326661223111995e-07	0.006648049669936197				Aque_Aqu2.1.29532-001;Scil_g8913	6.054768496611523e-06	0.004215613628527157	Aque_Aqu2.1.23229-001;Scil_g8117	0.001810100084484519	1.5571256403096104e-09	Aque_Aqu2.1.28489-001;Scil_g11447	1.2639077541595553e-28	4.092936753533095e-05	Aque_Aqu2.1.41302-001;Scil_g480	8.674583355148573e-05	4.506608115212298e-09	Aque_Aqu2.1.39672-001;Scil_g2756	1.7219934783810546e-24	0.0004767352567340763				Aque_Aqu2.1.39916-001;Scil_g9827	2.9667398630381824e-15	0.003907050406501273	Aque_Aqu2.1.17720-001;Scil_g9859	5.551374374753066e-10	0.00010645449555461857	Aque_Aqu2.1.23692-001;Scil_g10960	1.0602342069590649e-07	0.00010166511914957086	Aque_Aqu2.1.34348-001;Scil_g2746	0.004037217112809467	4.776431986714263e-13			
Aque_Aqu2.1.36774-001;Scil_g8909	2.2229382265985464e-06	1.0036408314951439e-42	Aque_Aqu2.1.06909-001;Scil_g5906	0.0010587694104038895	6.93194593049045e-51	Aque_Aqu2.1.38196-001;Scil_g3312	2.7056507229478046e-24	3.106968286626422e-17	Aque_Aqu2.1.27224-001;Scil_g8311	6.85573730359377e-63	9.440630961312128e-07				Aque_Aqu2.1.23229-001;Scil_g8117	0.0029658853422666366	1.5571256403096104e-09	Aque_Aqu2.1.25601-001;Scil_g9262	1.9077862470388334e-05	3.8722536270251675e-05	Aque_Aqu2.1.42762-001;Scil_g13259	1.0081478109652569e-17	0.0019587669444009245	Aque_Aqu2.1.36606-001;Scil_g4725	6.429704257152719e-05	0.007071540977103302	Aque_Aqu2.1.31551-001;Scil_g1098	0.0004550419940629617	0.00827391027704454				Aque_Aqu2.1.42762-001;Scil_g2756	7.811805062921284e-23	5.95074074397426e-10	Aque_Aqu2.1.34140-001;Scil_g5780	1.2311513054768545e-08	4.7119462055778926e-68	Aque_Aqu2.1.36440-001;Scil_g1526	0.0004778198145944702	2.6673913062622445e-11	Aque_Aqu2.1.34476-001;Scil_g10401	1.3206009769276592e-07	1.7135469637012109e-15			
Aque_Aqu2.1.28194-001;Scil_g10793	1.444625855187625e-59	2.0956852938510657e-66	Aque_Aqu2.1.34340-001;Scil_g9966	3.6337540168507325e-117	9.19332430187985e-22	Aque_Aqu2.1.38470-001;Scil_g819	0.004861230740791713	4.114518014632492e-22	Aque_Aqu2.1.22475-001;Scil_g2387	1.7301905088942598e-05	1.8453268901828892e-15				Aque_Aqu2.1.37101-001;Scil_g10250	6.194430517240804e-07	0.0005451358125084988	Aque_Aqu2.1.37473-001;Scil_g6763	0.005287152186636688	1.0396852815059356e-08	Aque_Aqu2.1.41115-001;Scil_g12288	1.0633144134369747e-09	0.006949964964012032	Aque_Aqu2.1.42204-001;Scil_g12785	1.4452367274558129e-06	1.6615381302058852e-07	Aque_Aqu2.1.32720-001;Scil_g951	0.0009377164066443202	2.0732961766231587e-05				Aque_Aqu2.1.31551-001;Scil_g11222	5.480233371944621e-11	1.1918429997624423e-07	Aque_Aqu2.1.37079-001;Scil_g9493	3.790274397321719e-05	8.665176744628564e-59	Aque_Aqu2.1.36215-001;Scil_g6570	0.003047793759187989	0.001153697702314715	Aque_Aqu2.1.41943-001;Scil_g10339	1.7930078176274148e-08	0.004252384725326189			
Aque_Aqu2.1.35076-001;Scil_g5922	2.7257506921365438e-27	1.7347201560936722e-24	Aque_Aqu2.1.28194-001;Scil_g10793	1.444625855187625e-59	8.421902305944512e-51	Aque_Aqu2.1.43637-001;Scil_g13000	0.0001321362764028887	4.8053426804416345e-37	Aque_Aqu2.1.41587-001;Scil_g2125	6.284211007424334e-22	7.997798359196378e-19				Aque_Aqu2.1.32920-001;Scil_g9955	0.0053703629895484675	8.310688268255026e-05	Aque_Aqu2.1.35251-001;Scil_g9317	0.003495109298096171	6.465571092368724e-05	Aque_Aqu2.1.33444-001;Scil_g458	3.581484945141534e-18	7.089012749431077e-08	Aque_Aqu2.1.32720-001;Scil_g951	0.0009377164066443202	8.999810259941524e-05	Aque_Aqu2.1.17816-001;Scil_g6923	0.004846158259488255	4.832739396701769e-10				Aque_Aqu2.1.28295-001;Scil_g5710	5.367669926149825e-21	0.00016162834630923756	Aque_Aqu2.1.34348-001;Scil_g2746	0.004037217112809467	3.254520662641615e-23	Aque_Aqu2.1.34348-001;Scil_g2746	0.004037217112809467	1.4143109872104243e-05	Aque_Aqu2.1.36606-001;Scil_g5254	0.00011808161515158586	0.005356450352588373			
Aque_Aqu2.1.31586-001;Scil_g8948	6.035842798121547e-07	1.185280181140932e-18	Aque_Aqu2.1.34141-001;Scil_g13597	5.817801590754243e-06	5.5640903676138824e-18	Aque_Aqu2.1.27224-001;Scil_g4378	6.85573730359377e-63	0.0028121050242745833	Aque_Aqu2.1.43478-001;Scil_g852	2.6663380306377767e-06	3.3029905569696127e-09				Aque_Aqu2.1.25601-001;Scil_g10711	2.214521919092857e-06	9.234371273624221e-05	Aque_Aqu2.1.32920-001;Scil_g9955	0.0019696549996616733	8.310688268255026e-05	Aque_Aqu2.1.26326-001;Scil_g5295	9.173280907484971e-09	1.4595616685252585e-08	Aque_Aqu2.1.41482-001;Scil_g11222	2.257130122823816e-08	5.013830628113789e-07	Aque_Aqu2.1.26973-001;Scil_g9674	1.8757648248382616e-05	0.0007343807069236559				Aque_Aqu2.1.36606-001;Scil_g2756	0.00011808161515158586	5.95074074397426e-10	Aque_Aqu2.1.36606-001;Scil_g5254	0.00011808161515158586	7.915691230088375e-05	Aque_Aqu2.1.43674-001;Scil_g5780	4.400615814884635e-07	2.9711931366042666e-50	Aque_Aqu2.1.39232-001;Scil_g11100	7.248897726992047e-09	5.437023983119818e-08			
Aque_Aqu2.1.33392-001;Scil_g1730	0.0031077183817407456	1.8824293478044793e-08	Aque_Aqu2.1.38191-001;Scil_g9230	5.740348681209968e-44	9.597913170553696e-28	Aque_Aqu2.1.37774-001;Scil_g9453	7.700554024937936e-21	1.8664571932202462e-13	Aque_Aqu2.1.39927-001;Scil_g8311	2.100681945699731e-42	9.440630961312128e-07				Aque_Aqu2.1.29413-001;Scil_g12956	0.007336529209462336	0.0001435730879651694	Aque_Aqu2.1.22426-001;Scil_g12516	3.10559149808325e-11	0.0018996243963378607	Aque_Aqu2.1.28510-001;Scil_g1202	5.959189221181413e-33	1.9741238946152412e-20	Aque_Aqu2.1.21174-001;Scil_g2820	0.00021564884897657527	6.411161546849771e-05	Aque_Aqu2.1.39703-001;Scil_g12785	0.0003983784087831898	2.3296876787399272e-06				Aque_Aqu2.1.43326-001;Scil_g7627	9.597124260548117e-77	0.0027340167265861746	Aque_Aqu2.1.37816-001;Scil_g11587	0.00680584638096658	7.602918771667548e-08	Aque_Aqu2.1.34476-001;Scil_g10401	1.3206009769276592e-07	3.036365479907168e-12	Aque_Aqu2.1.42549-001;Scil_g11616	6.6351231469464594e-12	0.002941255425821128			
Aque_Aqu2.1.40665-001;Scil_g3312	8.115709961538107e-35	3.291118863045072e-37	Aque_Aqu2.1.22809-001;Scil_g9784	2.735312110712329e-10	2.871435073941786e-17	Aque_Aqu2.1.36215-001;Scil_g6570	8.25105355217579e-08	1.6290942099722828e-07	Aque_Aqu2.1.37774-001;Scil_g9453	7.700554024937936e-21	4.49983027371432e-20				Aque_Aqu2.1.42223-001;Scil_g5653	0.007749014690456649	0.003462037552991557	Aque_Aqu2.1.21492-001;Scil_g9772	5.352416678551809e-06	0.0011410820071515123	Aque_Aqu2.1.42552-001;Scil_g6522	0.0004264312723006639	5.311358199178652e-11	Aque_Aqu2.1.17816-001;Scil_g1483	0.004846158259488255	2.479568833724734e-22	Aque_Aqu2.1.33443-001;Scil_g8192	4.986367745258103e-05	1.4505713363105934e-09				Aque_Aqu2.1.40044-001;Scil_g552	2.9840605065936037e-06	1.8734294623301771e-19	Aque_Aqu2.1.43637-001;Scil_g13024	4.913286201607988e-09	0.0003027031355391717	Aque_Aqu2.1.35102-001;Scil_g13155	5.4186149797594414e-09	5.0814546179163107e-05	Aque_Aqu2.1.43423-001;Scil_g455	0.0035803961240326817	6.703457364023223e-22			
Aque_Aqu2.1.44059-001;Scil_g9230	3.328730512336417e-05	8.77099652921219e-85	Aque_Aqu2.1.34476-001;Scil_g10401	1.1365096649262665e-143	3.036365479907168e-12	Aque_Aqu2.1.28239-001;Scil_g8524	5.769546964194492e-21	9.371162070713908e-07	Aque_Aqu2.1.37816-001;Scil_g11587	5.351220243248752e-65	2.972720390467545e-07				Aque_Aqu2.1.39123-001;Scil_g13192	0.001741153774115247	0.0014322155262061593	Aque_Aqu2.1.36275-001;Scil_g13637	0.00011713621280591484	3.320268255653308e-06	Aque_Aqu2.1.08677-001;Scil_g12359	7.208488648075431e-16	1.903889035840206e-21	Aque_Aqu2.1.25927-001;Scil_g947	3.006102746387663e-11	3.447544207280475e-07	Aque_Aqu2.1.37486-001;Scil_g6182	5.791765336917085e-10	6.54132555884722e-05				Aque_Aqu2.1.36257-001;Scil_g929	0.007674223636862522	0.0006739606382448352	Aque_Aqu2.1.32585-001;Scil_g8241	4.909846001916119e-05	4.971691452425066e-06	Aque_Aqu2.1.43423-001;Scil_g455	0.0035803961240326817	4.3762986520216864e-15	Aque_Aqu2.1.36440-001;Scil_g1526	0.0004778198145944702	4.767765604650261e-13			
